lead_id,lead_time,first_response_time,response_time_mins,lead_source,sales_rep,ordered
LEAD_006861,2025-12-07 15:59:10.141895,2025-12-07 16:13:09.203375,14.0,Dealer Referral,Rep_03,0
LEAD_000866,2025-12-07 16:04:47.446666,2025-12-07 16:17:40.762906,12.9,Phone Call,Rep_08,0
LEAD_003289,2025-12-07 16:22:31.753181,2025-12-07 17:15:55.889417,53.4,Third Party Lead,Rep_03,0
LEAD_007492,2025-12-07 16:36:29.464587,2025-12-07 16:50:50.843547,14.4,Website Form,Rep_07,0
LEAD_009353,2025-12-07 16:42:45.824260,2025-12-07 17:25:46.548625,43.0,Third Party Lead,Rep_07,0
LEAD_002749,2025-12-07 16:44:56.804429,2025-12-07 17:04:30.184530,19.6,Third Party Lead,Rep_11,0
LEAD_001074,2025-12-07 16:49:38.498047,2025-12-07 18:46:54.474154,117.3,Dealer Referral,Rep_02,0
LEAD_005852,2025-12-07 16:55:09.317982,2025-12-07 17:00:13.713590,5.1,Third Party Lead,Rep_11,0
LEAD_005076,2025-12-07 16:56:27.305009,2025-12-07 17:38:25.653980,42.0,Phone Call,Rep_06,0
LEAD_008061,2025-12-07 17:13:03.596493,2025-12-07 17:26:43.884230,13.7,Phone Call,Rep_09,0
LEAD_003233,2025-12-07 17:15:17.548166,2025-12-07 17:27:03.069276,11.8,Website Form,Rep_03,0
LEAD_007471,2025-12-07 17:43:01.789167,2025-12-07 19:48:19.250837,125.3,Third Party Lead,Rep_01,0
LEAD_007795,2025-12-07 17:47:34.625201,2025-12-07 17:53:54.992636,6.3,Walk-in,Rep_03,0
LEAD_007104,2025-12-07 17:49:05.706708,2025-12-07 17:55:27.396068,6.4,Phone Call,Rep_07,0
LEAD_002691,2025-12-07 17:57:56.311408,2025-12-07 18:11:30.753599,13.6,Phone Call,Rep_04,0
LEAD_006629,2025-12-07 17:58:47.972348,2025-12-07 18:11:49.356587,13.0,Phone Call,Rep_05,0
LEAD_001108,2025-12-07 18:11:34.018056,2025-12-07 20:07:50.540766,116.3,Walk-in,Rep_04,1
LEAD_001151,2025-12-07 18:17:42.242462,2025-12-07 18:30:04.378808,12.4,Walk-in,Rep_11,0
LEAD_000992,2025-12-07 18:25:50.510238,2025-12-07 19:19:42.045329,53.9,Walk-in,Rep_10,0
LEAD_000786,2025-12-07 18:29:08.447028,2025-12-07 18:33:49.863797,4.7,Third Party Lead,Rep_11,0
LEAD_000794,2025-12-07 18:32:05.433714,2025-12-07 20:15:16.742493,103.2,Phone Call,Rep_02,0
LEAD_005616,2025-12-07 18:32:11.099610,2025-12-07 20:01:38.334436,89.5,Third Party Lead,Rep_06,0
LEAD_007948,2025-12-07 18:50:03.719980,2025-12-07 19:12:08.033298,22.1,Walk-in,Rep_12,1
LEAD_007764,2025-12-07 18:56:14.350453,2025-12-07 19:59:45.394596,63.5,Walk-in,Rep_10,0
LEAD_000474,2025-12-07 18:57:28.461272,2025-12-07 19:25:54.334020,28.4,Third Party Lead,Rep_01,0
LEAD_006802,2025-12-07 19:39:56.455937,2025-12-07 20:21:30.489636,41.6,Website Form,Rep_01,0
LEAD_008214,2025-12-07 19:54:46.198417,2025-12-07 20:34:13.214780,39.5,Phone Call,Rep_04,0
LEAD_007159,2025-12-07 19:56:55.581737,2025-12-08 01:29:04.696578,332.2,Website Form,Rep_06,0
LEAD_004928,2025-12-07 20:03:23.580261,2025-12-07 20:25:39.978121,22.3,Website Form,Rep_09,0
LEAD_000174,2025-12-07 20:06:20.084510,2025-12-07 20:20:44.945322,14.4,Website Form,Rep_02,0
LEAD_002292,2025-12-07 20:10:33.066906,2025-12-07 20:40:24.925013,29.9,Website Form,Rep_04,0
LEAD_004521,2025-12-07 20:12:47.667276,2025-12-07 21:36:42.268011,83.9,Third Party Lead,Rep_03,0
LEAD_001784,2025-12-07 20:13:59.062338,2025-12-07 20:17:49.811245,3.8,Phone Call,Rep_02,0
LEAD_001403,2025-12-07 20:26:29.327604,2025-12-08 02:50:54.780837,384.4,Dealer Referral,Rep_02,0
LEAD_000970,2025-12-07 20:26:53.087053,2025-12-07 21:24:59.490003,58.1,Phone Call,Rep_11,1
LEAD_007935,2025-12-07 20:26:58.809964,2025-12-07 20:38:19.614565,11.3,Website Form,Rep_06,0
LEAD_001427,2025-12-07 20:29:30.440861,2025-12-07 20:30:48.357591,1.3,Dealer Referral,Rep_10,0
LEAD_000529,2025-12-07 20:33:42.959294,2025-12-07 20:43:54.314638,10.2,Dealer Referral,Rep_08,0
LEAD_009943,2025-12-07 20:33:45.290008,2025-12-07 22:37:00.087543,123.2,Dealer Referral,Rep_10,0
LEAD_000283,2025-12-07 20:54:35.131727,2025-12-07 21:06:23.330662,11.8,Website Form,Rep_03,0
LEAD_005986,2025-12-07 21:06:30.851864,2025-12-07 21:19:46.817978,13.3,Dealer Referral,Rep_05,0
LEAD_006484,2025-12-07 21:09:17.062073,2025-12-07 21:17:59.341374,8.7,Dealer Referral,Rep_02,1
LEAD_001640,2025-12-07 21:13:49.049553,2025-12-07 21:29:40.889093,15.9,Third Party Lead,Rep_07,0
LEAD_009499,2025-12-07 21:16:17.091637,2025-12-07 21:20:03.699175,3.8,Third Party Lead,Rep_05,0
LEAD_004453,2025-12-07 21:27:32.216024,2025-12-07 22:32:05.113043,64.5,Third Party Lead,Rep_10,0
LEAD_002512,2025-12-07 21:44:44.979647,2025-12-07 22:24:07.375259,39.4,Third Party Lead,Rep_12,0
LEAD_004300,2025-12-07 22:07:07.378334,2025-12-08 00:52:58.628184,165.9,Phone Call,Rep_08,0
LEAD_001599,2025-12-07 22:10:02.734499,2025-12-07 22:38:00.861252,28.0,Dealer Referral,Rep_03,0
LEAD_005776,2025-12-07 22:29:26.734752,2025-12-07 22:34:04.012301,4.6,Website Form,Rep_09,0
LEAD_000801,2025-12-07 22:31:27.260572,2025-12-08 00:55:35.413405,144.1,Walk-in,Rep_03,0
LEAD_008859,2025-12-07 23:23:09.555789,2025-12-07 23:29:38.892564,6.5,Phone Call,Rep_12,0
LEAD_003950,2025-12-07 23:47:21.219323,2025-12-08 01:05:20.733035,78.0,Website Form,Rep_09,0
LEAD_008286,2025-12-07 23:50:20.002824,2025-12-07 23:51:57.315448,1.6,Third Party Lead,Rep_09,0
LEAD_003635,2025-12-07 23:56:55.646092,2025-12-08 00:00:28.624570,3.5,Dealer Referral,Rep_10,0
LEAD_007807,2025-12-07 23:58:38.441303,2025-12-08 00:22:45.589068,24.1,Walk-in,Rep_12,0
LEAD_008922,2025-12-07 23:58:55.478339,2025-12-08 04:20:05.602995,261.2,Dealer Referral,Rep_07,0
LEAD_009153,2025-12-08 00:00:44.463035,2025-12-08 00:08:23.192164,7.6,Website Form,Rep_07,0
LEAD_001250,2025-12-08 00:01:51.356353,2025-12-08 00:07:32.284790,5.7,Phone Call,Rep_04,0
LEAD_005584,2025-12-08 00:02:00.035363,2025-12-08 00:21:46.764308,19.8,Walk-in,Rep_05,0
LEAD_002667,2025-12-08 00:04:21.616845,2025-12-08 00:19:16.263402,14.9,Website Form,Rep_08,0
LEAD_005676,2025-12-08 00:15:13.365113,2025-12-08 00:32:24.276145,17.2,Dealer Referral,Rep_05,1
LEAD_009418,2025-12-08 00:15:45.512515,2025-12-08 00:32:12.720024,16.5,Website Form,Rep_04,0
LEAD_007294,2025-12-08 00:18:05.878980,2025-12-08 00:38:47.481458,20.7,Phone Call,Rep_09,0
LEAD_005107,2025-12-08 00:18:43.722798,2025-12-08 00:24:32.255702,5.8,Website Form,Rep_05,0
LEAD_001823,2025-12-08 00:25:29.117159,2025-12-08 02:25:33.754591,120.1,Phone Call,Rep_01,0
LEAD_001110,2025-12-08 00:30:45.235706,2025-12-08 02:23:36.892516,112.9,Website Form,Rep_10,0
LEAD_004249,2025-12-08 00:31:44.785727,2025-12-08 00:54:08.158176,22.4,Phone Call,Rep_06,0
LEAD_004102,2025-12-08 00:34:19.599484,2025-12-08 01:43:09.407757,68.8,Website Form,Rep_04,0
LEAD_009189,2025-12-08 00:48:12.788340,2025-12-08 03:14:55.513585,146.7,Third Party Lead,Rep_03,0
LEAD_007487,2025-12-08 00:56:01.400951,2025-12-08 01:26:42.290263,30.7,Website Form,Rep_05,0
LEAD_000897,2025-12-08 00:58:26.105801,2025-12-08 01:29:24.215211,31.0,Website Form,Rep_08,0
LEAD_008875,2025-12-08 01:28:57.940517,2025-12-08 02:32:50.714238,63.9,Third Party Lead,Rep_11,0
LEAD_009242,2025-12-08 01:42:40.924721,2025-12-08 04:49:01.433490,186.3,Walk-in,Rep_08,0
LEAD_001863,2025-12-08 01:48:44.987746,2025-12-08 02:21:51.503472,33.1,Website Form,Rep_05,0
LEAD_008389,2025-12-08 01:49:15.990109,2025-12-08 08:13:13.282412,384.0,Phone Call,Rep_02,0
LEAD_005417,2025-12-08 02:19:19.909773,2025-12-08 03:01:14.939312,41.9,Website Form,Rep_04,0
LEAD_005700,2025-12-08 02:21:22.790548,2025-12-08 06:55:49.225065,274.4,Website Form,Rep_03,0
LEAD_001825,2025-12-08 02:24:54.421062,2025-12-08 03:39:05.398252,74.2,Phone Call,Rep_07,0
LEAD_001947,2025-12-08 02:39:16.512246,2025-12-08 02:56:41.168390,17.4,Website Form,Rep_11,0
LEAD_003601,2025-12-08 02:41:53.445623,2025-12-08 03:00:26.738449,18.6,Website Form,Rep_01,0
LEAD_000596,2025-12-08 02:44:34.928837,2025-12-08 05:24:11.612631,159.6,Phone Call,Rep_03,0
LEAD_003969,2025-12-08 02:51:16.722528,2025-12-08 10:51:16.722528,480.0,Phone Call,Rep_06,0
LEAD_004888,2025-12-08 02:51:54.797450,2025-12-08 03:12:57.967532,21.1,Walk-in,Rep_02,0
LEAD_001117,2025-12-08 02:55:40.450030,2025-12-08 02:57:19.123412,1.6,Dealer Referral,Rep_12,1
LEAD_000308,2025-12-08 03:00:48.152474,2025-12-08 03:12:23.652206,11.6,Website Form,Rep_04,0
LEAD_008090,2025-12-08 03:02:32.110384,2025-12-08 06:17:56.620090,195.4,Third Party Lead,Rep_07,0
LEAD_001543,2025-12-08 03:12:48.075159,2025-12-08 04:43:43.807141,90.9,Phone Call,Rep_06,0
LEAD_000896,2025-12-08 03:18:38.116315,2025-12-08 04:15:02.783294,56.4,Website Form,Rep_04,0
LEAD_003844,2025-12-08 03:26:55.012382,2025-12-08 04:07:42.171038,40.8,Website Form,Rep_03,0
LEAD_004624,2025-12-08 03:30:23.525681,2025-12-08 03:32:30.909801,2.1,Walk-in,Rep_01,0
LEAD_002206,2025-12-08 03:37:18.756416,2025-12-08 03:41:39.160343,4.3,Third Party Lead,Rep_05,0
LEAD_006744,2025-12-08 03:55:45.457488,2025-12-08 06:33:03.714995,157.3,Third Party Lead,Rep_07,0
LEAD_007612,2025-12-08 04:00:37.845138,2025-12-08 04:42:06.106068,41.5,Website Form,Rep_10,0
LEAD_009039,2025-12-08 04:16:39.720159,2025-12-08 04:24:27.133085,7.8,Walk-in,Rep_05,0
LEAD_004048,2025-12-08 04:16:41.991163,2025-12-08 05:31:40.374149,75.0,Phone Call,Rep_02,0
LEAD_004122,2025-12-08 04:33:32.936246,2025-12-08 04:54:36.064411,21.1,Phone Call,Rep_06,1
LEAD_007532,2025-12-08 04:37:58.644405,2025-12-08 04:47:49.311859,9.8,Website Form,Rep_04,0
LEAD_002227,2025-12-08 04:56:28.705977,2025-12-08 05:53:46.201464,57.3,Website Form,Rep_10,0
LEAD_006632,2025-12-08 04:59:19.446220,2025-12-08 05:23:05.297690,23.8,Website Form,Rep_02,0
LEAD_006949,2025-12-08 05:12:22.904371,2025-12-08 05:25:51.085151,13.5,Third Party Lead,Rep_11,0
LEAD_005563,2025-12-08 05:12:49.377553,2025-12-08 05:25:52.110877,13.0,Website Form,Rep_12,0
LEAD_009482,2025-12-08 05:15:26.809587,2025-12-08 10:31:44.464349,316.3,Website Form,Rep_01,0
LEAD_008871,2025-12-08 05:17:19.303537,2025-12-08 05:35:45.153619,18.4,Third Party Lead,Rep_01,0
LEAD_001800,2025-12-08 05:33:13.532334,2025-12-08 06:49:33.756174,76.3,Dealer Referral,Rep_11,1
LEAD_008672,2025-12-08 05:40:20.074411,2025-12-08 06:36:10.400176,55.8,Website Form,Rep_07,1
LEAD_002634,2025-12-08 05:46:49.779276,2025-12-08 06:42:32.288024,55.7,Website Form,Rep_12,1
LEAD_006678,2025-12-08 05:53:14.072645,2025-12-08 05:57:13.340196,4.0,Website Form,Rep_12,0
LEAD_006735,2025-12-08 05:55:18.927152,2025-12-08 06:09:52.602736,14.6,Website Form,Rep_04,0
LEAD_005876,2025-12-08 06:04:34.914501,2025-12-08 06:22:30.760492,17.9,Website Form,Rep_05,0
LEAD_007350,2025-12-08 06:12:30.076169,2025-12-08 09:11:31.099439,179.0,Third Party Lead,Rep_08,0
LEAD_000918,2025-12-08 06:22:58.210912,2025-12-08 07:51:24.355409,88.4,Third Party Lead,Rep_04,0
LEAD_007264,2025-12-08 06:23:05.824152,2025-12-08 08:04:44.622307,101.6,Dealer Referral,Rep_08,0
LEAD_003918,2025-12-08 06:24:16.129349,2025-12-08 06:32:14.582120,8.0,Website Form,Rep_12,1
LEAD_005523,2025-12-08 06:26:50.680681,2025-12-08 08:15:30.361989,108.7,Phone Call,Rep_01,1
LEAD_001474,2025-12-08 06:33:43.026169,2025-12-08 06:57:13.478532,23.5,Website Form,Rep_05,0
LEAD_006266,2025-12-08 06:45:30.662785,2025-12-08 07:17:21.983655,31.9,Phone Call,Rep_03,0
LEAD_001835,2025-12-08 06:46:13.081638,2025-12-08 09:22:40.048186,156.4,Third Party Lead,Rep_03,0
LEAD_002084,2025-12-08 06:51:55.482989,2025-12-08 08:23:58.584734,92.1,Third Party Lead,Rep_04,0
LEAD_000655,2025-12-08 07:15:14.291050,2025-12-08 07:20:26.379129,5.2,Website Form,Rep_10,0
LEAD_005843,2025-12-08 07:35:12.904507,2025-12-08 07:56:37.653772,21.4,Dealer Referral,Rep_03,0
LEAD_004196,2025-12-08 07:37:47.457995,2025-12-08 09:06:27.578543,88.7,Website Form,Rep_01,0
LEAD_001504,2025-12-08 07:42:19.639719,2025-12-08 09:47:58.649267,125.7,Website Form,Rep_02,0
LEAD_002692,2025-12-08 07:47:51.809470,2025-12-08 08:22:57.263210,35.1,Phone Call,Rep_04,0
LEAD_009651,2025-12-08 07:53:38.406410,2025-12-08 08:01:42.010682,8.1,Website Form,Rep_03,0
LEAD_008158,2025-12-08 07:55:22.172127,2025-12-08 08:07:41.816224,12.3,Website Form,Rep_09,0
LEAD_005385,2025-12-08 08:06:24.563502,2025-12-08 09:09:47.438446,63.4,Phone Call,Rep_12,0
LEAD_005963,2025-12-08 08:08:21.805492,2025-12-08 08:27:48.104388,19.4,Website Form,Rep_09,0
LEAD_004841,2025-12-08 08:25:34.061996,2025-12-08 09:10:54.628440,45.3,Third Party Lead,Rep_07,0
LEAD_006506,2025-12-08 08:27:27.953804,2025-12-08 09:12:30.102684,45.0,Third Party Lead,Rep_05,0
LEAD_001229,2025-12-08 08:44:50.236273,2025-12-08 16:44:50.236273,480.0,Third Party Lead,Rep_10,0
LEAD_000798,2025-12-08 08:49:14.428610,2025-12-08 12:31:06.225998,221.9,Phone Call,Rep_05,0
LEAD_004533,2025-12-08 08:53:22.191245,2025-12-08 10:14:12.167245,80.8,Website Form,Rep_05,0
LEAD_000245,2025-12-08 09:11:05.515854,2025-12-08 10:08:05.470771,57.0,Dealer Referral,Rep_11,1
LEAD_006258,2025-12-08 09:35:03.627933,2025-12-08 09:37:58.035509,2.9,Walk-in,Rep_09,0
LEAD_006797,2025-12-08 09:42:31.613105,2025-12-08 11:15:45.791749,93.2,Third Party Lead,Rep_04,0
LEAD_009152,2025-12-08 09:58:57.835605,2025-12-08 10:07:29.719120,8.5,Phone Call,Rep_06,1
LEAD_003227,2025-12-08 09:59:08.814542,2025-12-08 10:08:27.148512,9.3,Website Form,Rep_08,0
LEAD_000207,2025-12-08 10:01:24.109188,2025-12-08 10:47:45.357727,46.4,Website Form,Rep_06,0
LEAD_005725,2025-12-08 10:02:26.206141,2025-12-08 10:23:00.634282,20.6,Website Form,Rep_01,0
LEAD_001585,2025-12-08 10:12:59.814404,2025-12-08 10:35:44.602485,22.7,Third Party Lead,Rep_05,0
LEAD_008129,2025-12-08 10:18:36.315174,2025-12-08 10:26:35.210112,8.0,Third Party Lead,Rep_09,0
LEAD_007083,2025-12-08 10:20:51.081558,2025-12-08 11:00:08.713228,39.3,Website Form,Rep_03,0
LEAD_000306,2025-12-08 10:27:28.158552,2025-12-08 11:08:30.687013,41.0,Third Party Lead,Rep_06,0
LEAD_009175,2025-12-08 10:29:04.784526,2025-12-08 11:11:07.310321,42.0,Website Form,Rep_01,0
LEAD_008971,2025-12-08 10:38:46.474435,2025-12-08 10:43:44.894033,5.0,Website Form,Rep_06,0
LEAD_002958,2025-12-08 10:47:03.425882,2025-12-08 10:56:34.164288,9.5,Third Party Lead,Rep_05,0
LEAD_000375,2025-12-08 10:47:04.810197,2025-12-08 10:53:41.105997,6.6,Dealer Referral,Rep_11,0
LEAD_007417,2025-12-08 10:48:02.965517,2025-12-08 12:01:45.064651,73.7,Website Form,Rep_11,0
LEAD_002465,2025-12-08 10:50:05.451525,2025-12-08 11:00:10.551435,10.1,Phone Call,Rep_09,0
LEAD_002197,2025-12-08 10:58:59.411040,2025-12-08 12:56:31.302378,117.5,Phone Call,Rep_04,0
LEAD_008085,2025-12-08 10:59:17.157816,2025-12-08 11:04:23.747342,5.1,Walk-in,Rep_01,0
LEAD_006713,2025-12-08 11:02:56.296415,2025-12-08 12:18:31.293127,75.6,Walk-in,Rep_04,0
LEAD_000387,2025-12-08 11:23:50.050037,2025-12-08 11:28:34.527353,4.7,Website Form,Rep_09,0
LEAD_008185,2025-12-08 11:39:20.041009,2025-12-08 11:55:12.848022,15.9,Website Form,Rep_09,0
LEAD_007027,2025-12-08 11:56:24.817187,2025-12-08 12:13:32.268152,17.1,Dealer Referral,Rep_06,0
LEAD_009072,2025-12-08 12:18:37.273268,2025-12-08 14:14:46.755065,116.2,Walk-in,Rep_07,0
LEAD_000371,2025-12-08 12:40:07.442853,2025-12-08 12:51:32.737879,11.4,Website Form,Rep_08,0
LEAD_000670,2025-12-08 12:44:57.408782,2025-12-08 16:48:13.136472,243.3,Website Form,Rep_02,0
LEAD_002078,2025-12-08 12:49:13.300588,2025-12-08 12:59:27.550378,10.2,Phone Call,Rep_10,1
LEAD_004538,2025-12-08 13:07:56.164449,2025-12-08 13:35:34.657200,27.6,Phone Call,Rep_06,1
LEAD_007042,2025-12-08 13:13:41.343729,2025-12-08 13:44:46.892924,31.1,Website Form,Rep_08,0
LEAD_005171,2025-12-08 13:16:56.690955,2025-12-08 14:01:55.849872,45.0,Website Form,Rep_04,0
LEAD_006237,2025-12-08 13:23:38.791451,2025-12-08 14:01:17.474437,37.6,Phone Call,Rep_10,0
LEAD_008251,2025-12-08 13:25:39.659580,2025-12-08 14:04:55.044911,39.3,Third Party Lead,Rep_02,0
LEAD_006625,2025-12-08 13:35:59.857553,2025-12-08 14:25:03.375381,49.1,Third Party Lead,Rep_12,0
LEAD_002986,2025-12-08 13:38:47.058627,2025-12-08 13:45:43.465530,6.9,Third Party Lead,Rep_05,0
LEAD_002420,2025-12-08 13:46:15.377436,2025-12-08 16:52:19.835758,186.1,Website Form,Rep_01,0
LEAD_006347,2025-12-08 13:52:24.795026,2025-12-08 15:30:14.428000,97.8,Website Form,Rep_01,0
LEAD_006133,2025-12-08 13:56:29.163444,2025-12-08 14:31:06.046406,34.6,Phone Call,Rep_09,0
LEAD_004990,2025-12-08 14:02:04.762344,2025-12-08 14:21:03.550915,19.0,Walk-in,Rep_11,0
LEAD_000740,2025-12-08 14:18:35.516022,2025-12-08 14:24:50.687735,6.3,Website Form,Rep_06,0
LEAD_003526,2025-12-08 14:21:47.427296,2025-12-08 14:34:03.300985,12.3,Website Form,Rep_11,0
LEAD_004738,2025-12-08 14:41:35.308127,2025-12-08 15:04:57.833544,23.4,Website Form,Rep_06,0
LEAD_007273,2025-12-08 14:44:06.545646,2025-12-08 15:49:23.317832,65.3,Phone Call,Rep_07,0
LEAD_007889,2025-12-08 14:47:10.171370,2025-12-08 15:24:54.266518,37.7,Website Form,Rep_03,0
LEAD_007079,2025-12-08 15:02:05.684228,2025-12-08 15:21:21.370498,19.3,Phone Call,Rep_11,0
LEAD_009660,2025-12-08 15:04:50.085875,2025-12-08 15:20:19.993426,15.5,Third Party Lead,Rep_03,0
LEAD_001083,2025-12-08 15:05:42.087370,2025-12-08 15:28:40.921776,23.0,Website Form,Rep_02,0
LEAD_009578,2025-12-08 15:06:35.787624,2025-12-08 15:16:53.665908,10.3,Walk-in,Rep_09,1
LEAD_003694,2025-12-08 15:07:12.600103,2025-12-08 15:50:44.691898,43.5,Website Form,Rep_02,0
LEAD_009333,2025-12-08 15:17:52.961916,2025-12-08 15:43:09.463241,25.3,Website Form,Rep_10,0
LEAD_003407,2025-12-08 15:18:07.692804,2025-12-08 15:33:14.017432,15.1,Third Party Lead,Rep_10,0
LEAD_001417,2025-12-08 15:23:28.108207,2025-12-08 15:39:12.619228,15.7,Dealer Referral,Rep_09,0
LEAD_006940,2025-12-08 15:40:00.181074,2025-12-08 15:52:25.017246,12.4,Website Form,Rep_04,0
LEAD_003487,2025-12-08 15:51:33.942614,2025-12-08 16:09:59.381901,18.4,Website Form,Rep_01,0
LEAD_008120,2025-12-08 15:59:16.179591,2025-12-08 16:20:16.490737,21.0,Phone Call,Rep_06,0
LEAD_004605,2025-12-08 16:16:27.379032,2025-12-08 18:31:10.587957,134.7,Walk-in,Rep_02,0
LEAD_009944,2025-12-08 16:19:07.209294,2025-12-08 16:35:16.346735,16.2,Walk-in,Rep_03,0
LEAD_009316,2025-12-08 16:26:17.224925,2025-12-08 16:48:27.192136,22.2,Dealer Referral,Rep_08,0
LEAD_002615,2025-12-08 16:32:43.361644,2025-12-08 16:43:39.212485,10.9,Website Form,Rep_03,0
LEAD_003184,2025-12-08 16:35:54.528788,2025-12-08 19:09:57.293643,154.0,Website Form,Rep_01,0
LEAD_004232,2025-12-08 16:54:51.187630,2025-12-08 17:37:43.929280,42.9,Phone Call,Rep_03,0
LEAD_004065,2025-12-08 16:55:39.882561,2025-12-08 18:00:39.462954,65.0,Third Party Lead,Rep_02,0
LEAD_000274,2025-12-08 16:58:06.148141,2025-12-08 17:13:16.234701,15.2,Third Party Lead,Rep_04,0
LEAD_006980,2025-12-08 17:13:33.987197,2025-12-08 18:10:38.878475,57.1,Dealer Referral,Rep_01,1
LEAD_002411,2025-12-08 17:39:03.677911,2025-12-08 18:48:43.097489,69.7,Walk-in,Rep_11,1
LEAD_006226,2025-12-08 18:40:57.192336,2025-12-08 18:49:13.633172,8.3,Phone Call,Rep_04,0
LEAD_003071,2025-12-08 18:58:04.417159,2025-12-08 21:06:08.623257,128.1,Walk-in,Rep_02,1
LEAD_005137,2025-12-08 19:20:59.592161,2025-12-08 20:17:07.933484,56.1,Phone Call,Rep_02,0
LEAD_007672,2025-12-08 19:31:51.732467,2025-12-08 19:46:03.164476,14.2,Phone Call,Rep_09,1
LEAD_008150,2025-12-08 19:38:10.735674,2025-12-08 20:53:59.822473,75.8,Website Form,Rep_09,0
LEAD_008591,2025-12-08 19:52:30.468776,2025-12-08 20:31:25.074994,38.9,Third Party Lead,Rep_02,0
LEAD_005104,2025-12-08 20:03:08.260025,2025-12-08 20:07:47.204088,4.6,Website Form,Rep_08,0
LEAD_001551,2025-12-08 20:13:51.965597,2025-12-08 20:16:49.656548,3.0,Third Party Lead,Rep_11,1
LEAD_006344,2025-12-08 20:23:08.741236,2025-12-08 21:17:37.932021,54.5,Third Party Lead,Rep_11,0
LEAD_009746,2025-12-08 20:32:43.095233,2025-12-08 22:57:22.658521,144.7,Walk-in,Rep_07,0
LEAD_007674,2025-12-08 20:44:05.949847,2025-12-08 21:39:04.280145,55.0,Phone Call,Rep_04,0
LEAD_005682,2025-12-08 20:56:42.963350,2025-12-08 21:19:43.211513,23.0,Phone Call,Rep_06,1
LEAD_008233,2025-12-08 21:18:12.742403,2025-12-08 23:12:05.627855,113.9,Walk-in,Rep_06,0
LEAD_003006,2025-12-08 21:30:16.757510,2025-12-08 21:46:46.832680,16.5,Third Party Lead,Rep_12,0
LEAD_003649,2025-12-08 21:32:02.534828,2025-12-08 22:21:42.828680,49.7,Phone Call,Rep_02,0
LEAD_007749,2025-12-08 21:32:05.455301,2025-12-08 21:54:35.984947,22.5,Website Form,Rep_08,0
LEAD_000856,2025-12-08 21:37:17.037612,2025-12-08 21:43:50.039758,6.6,Website Form,Rep_08,0
LEAD_009564,2025-12-08 21:40:37.201996,2025-12-08 21:49:38.026631,9.0,Phone Call,Rep_06,0
LEAD_003192,2025-12-08 21:44:17.310872,2025-12-08 22:29:46.976386,45.5,Third Party Lead,Rep_09,0
LEAD_009501,2025-12-08 21:45:44.813487,2025-12-08 22:31:58.594068,46.2,Phone Call,Rep_05,1
LEAD_007996,2025-12-08 21:52:15.920972,2025-12-08 23:54:56.445715,122.7,Website Form,Rep_08,0
LEAD_007614,2025-12-08 21:56:25.986201,2025-12-08 22:16:56.333224,20.5,Website Form,Rep_07,1
LEAD_004234,2025-12-08 21:57:53.538618,2025-12-08 22:16:03.360150,18.2,Third Party Lead,Rep_01,0
LEAD_006936,2025-12-08 22:11:42.766997,2025-12-08 22:33:43.541099,22.0,Phone Call,Rep_02,0
LEAD_002074,2025-12-08 22:21:39.266680,2025-12-08 22:29:05.837028,7.4,Third Party Lead,Rep_06,0
LEAD_007737,2025-12-08 22:31:48.535996,2025-12-08 23:16:35.549890,44.8,Third Party Lead,Rep_10,0
LEAD_000438,2025-12-08 22:33:39.937796,2025-12-08 23:54:32.737678,80.9,Third Party Lead,Rep_12,0
LEAD_003790,2025-12-08 22:50:23.552161,2025-12-09 00:33:11.341793,102.8,Third Party Lead,Rep_05,0
LEAD_005100,2025-12-08 22:56:12.952300,2025-12-08 23:26:45.930379,30.5,Dealer Referral,Rep_10,1
LEAD_001060,2025-12-08 22:58:35.052844,2025-12-09 00:20:53.021990,82.3,Phone Call,Rep_08,0
LEAD_000914,2025-12-08 23:09:22.962188,2025-12-08 23:31:12.426646,21.8,Website Form,Rep_04,0
LEAD_007227,2025-12-08 23:11:12.961552,2025-12-09 07:11:12.961552,480.0,Third Party Lead,Rep_12,0
LEAD_009623,2025-12-08 23:24:03.492298,2025-12-09 00:04:21.731062,40.3,Website Form,Rep_04,0
LEAD_007479,2025-12-08 23:35:38.847177,2025-12-08 23:46:35.015088,10.9,Third Party Lead,Rep_07,0
LEAD_002604,2025-12-08 23:45:08.371804,2025-12-09 01:01:37.331273,76.5,Website Form,Rep_02,0
LEAD_003938,2025-12-08 23:48:14.132493,2025-12-09 01:37:43.143985,109.5,Website Form,Rep_10,0
LEAD_009146,2025-12-08 23:53:16.028896,2025-12-08 23:57:51.192694,4.6,Website Form,Rep_12,0
LEAD_002861,2025-12-08 23:56:41.443160,2025-12-09 00:02:42.056468,6.0,Third Party Lead,Rep_10,0
LEAD_003429,2025-12-09 00:04:55.055700,2025-12-09 00:41:32.922539,36.6,Third Party Lead,Rep_04,0
LEAD_004850,2025-12-09 00:05:30.798859,2025-12-09 00:15:14.644908,9.7,Website Form,Rep_08,0
LEAD_004924,2025-12-09 00:10:45.334782,2025-12-09 01:01:23.717048,50.6,Third Party Lead,Rep_03,0
LEAD_002491,2025-12-09 00:19:48.787745,2025-12-09 00:36:15.492336,16.4,Website Form,Rep_09,0
LEAD_009642,2025-12-09 00:20:11.426001,2025-12-09 02:12:33.079691,112.4,Phone Call,Rep_08,0
